Time [mm:ss]	UTC Time [hh:mm:ss]	T [°C]	Hu5 [%]	T Molybdenum [°C]
10:27.2     	11:59:52.2         	22.64 	80.23  	27.30
10:28.1     	11:59:53.1         	22.61 	79.33  	27.16
10:29.0     	11:59:54.0         	22.63 	78.61  	27.15
10:29.9     	11:59:54.9         	22.65 	78.37  	27.28
10:30.8     	11:59:55.8         	22.68 	78.36  	27.29
10:31.6     	11:59:56.6         	22.74 	79.00  	27.37
10:32.5     	11:59:57.5         	22.77 	79.65  	27.29
10:33.4     	11:59:58.4         	22.80 	77.51  	27.45
10:34.3     	11:59:59.3         	22.80 	78.38  	27.42
10:35.2     	12:00:00.2         	22.79 	78.36  	27.43
10:36.1     	12:00:01.1         	22.76 	78.43  	27.31
10:37.0     	12:00:02.0         	22.68 	78.74  	27.30
10:37.9     	12:00:02.9         	22.69 	78.55  	27.18
10:38.9     	12:00:03.9         	22.65 	79.14  	27.23
10:39.7     	12:00:04.7         	22.71 	78.08  	27.31
10:40.6     	12:00:05.6         	22.71 	78.27  	27.27
10:41.5     	12:00:06.5         	22.75 	78.55  	27.35
10:42.4     	12:00:07.4         	22.73 	79.11  	27.52
10:43.3     	12:00:08.3         	22.68 	78.47  	27.42
10:44.2     	12:00:09.2         	22.64 	78.52  	27.33
10:45.1     	12:00:10.1         	22.55 	79.04  	27.20
10:46.0     	12:00:11.0         	22.47 	80.72  	26.55
10:46.9     	12:00:11.9         	22.33 	81.52  	25.83
10:47.7     	12:00:12.7         	22.21 	80.83  	25.48
10:48.7     	12:00:13.7         	22.13 	80.20  	25.33
10:49.6     	12:00:14.6         	22.09 	80.88  	25.10
10:50.4     	12:00:15.4         	22.05 	80.19  	25.13
10:51.3     	12:00:16.3         	22.02 	80.18  	25.08
10:52.2     	12:00:17.2         	22.00 	81.33  	25.02
10:53.2     	12:00:18.2         	21.98 	81.33  	25.02
10:53.4     	12:00:18.4         	21.98 	81.33  	25.02
10:54.1     	12:00:19.1         	21.92 	80.23  	24.87
10:55.0     	12:00:20.0         	21.88 	80.86  	24.73
10:55.9     	12:00:20.9         	21.84 	80.29  	24.86
10:56.8     	12:00:21.8         	21.81 	80.35  	24.97
10:57.7     	12:00:22.7         	21.78 	81.22  	24.83
10:58.5     	12:00:23.5         	21.75 	81.15  	24.81
10:59.4     	12:00:24.4         	21.70 	80.95  	24.83
11:00.3     	12:00:25.3         	21.66 	81.90  	24.66
11:01.2     	12:00:26.2         	21.63 	81.61  	24.61
11:02.1     	12:00:27.1         	21.57 	81.14  	24.74
11:03.0     	12:00:28.0         	21.52 	82.04  	24.65
11:03.9     	12:00:28.9         	21.49 	82.01  	24.66
11:04.8     	12:00:29.8         	21.44 	81.71  	24.86
11:05.7     	12:00:30.7         	21.41 	82.11  	24.81
11:06.6     	12:00:31.6         	21.36 	82.55  	24.72
11:07.5     	12:00:32.5         	21.33 	82.12  	24.78
11:08.4     	12:00:33.4         	21.31 	81.90  	24.94
11:09.3     	12:00:34.3         	21.30 	81.98  	24.98
11:10.2     	12:00:35.2         	21.29 	81.74  	25.04
11:11.1     	12:00:36.1         	21.28 	81.54  	25.10
11:12.0     	12:00:37.0         	21.27 	82.04  	25.06
11:12.9     	12:00:37.9         	21.26 	80.97  	25.16
11:13.8     	12:00:38.8         	21.28 	80.15  	25.17
11:14.6     	12:00:39.6         	21.29 	80.19  	25.25
11:15.5     	12:00:40.5         	21.28 	80.20  	25.27
11:16.4     	12:00:41.4         	21.30 	80.01  	25.31
11:17.3     	12:00:42.3         	21.23 	79.64  	25.45
11:18.2     	12:00:43.2         	21.27 	78.57  	25.56
11:19.1     	12:00:44.1         	21.31 	78.15  	25.60
11:20.0     	12:00:45.0         	21.35 	77.58  	25.74
11:21.0     	12:00:46.0         	21.39 	76.94  	25.65
11:21.9     	12:00:46.9         	21.46 	76.31  	25.64
11:22.7     	12:00:47.7         	21.44 	76.70  	25.47
11:23.6     	12:00:48.6         	21.44 	75.97  	25.50
11:24.6     	12:00:49.6         	21.47 	74.78  	25.51
11:25.4     	12:00:50.4         	21.54 	73.21  	25.55
11:26.3     	12:00:51.3         	21.68 	72.57  	25.52
11:27.2     	12:00:52.2         	21.58 	74.56  	25.43
11:28.1     	12:00:53.1         	21.64 	71.46  	25.80
11:29.0     	12:00:54.0         	21.76 	70.42  	26.11
11:29.9     	12:00:54.9         	21.84 	69.88  	26.12
11:30.7     	12:00:55.7         	21.90 	69.24  	26.29
11:31.6     	12:00:56.6         	22.02 	67.51  	26.58
11:32.5     	12:00:57.5         	22.15 	68.08  	26.46
11:33.4     	12:00:58.4         	22.15 	67.86  	26.49
11:34.4     	12:00:59.4         	22.08 	66.99  	26.80
11:35.3     	12:01:00.3         	22.08 	67.48  	26.87
11:36.2     	12:01:01.2         	22.11 	68.10  	26.85
11:37.1     	12:01:02.1         	22.14 	68.21  	26.82
11:38.0     	12:01:03.0         	22.16 	67.61  	26.94
11:38.8     	12:01:03.8         	22.16 	67.85  	26.94
11:39.8     	12:01:04.8         	22.15 	68.62  	26.81
11:40.7     	12:01:05.7         	22.14 	68.31  	26.81
11:41.5     	12:01:06.5         	22.11 	68.31  	26.78
11:42.4     	12:01:07.4         	22.09 	68.64  	26.66
11:43.3     	12:01:08.3         	22.07 	68.67  	26.57
11:44.2     	12:01:09.2         	22.07 	68.93  	26.49
11:45.1     	12:01:10.1         	22.04 	68.72  	26.48
11:46.0     	12:01:11.0         	22.04 	68.80  	26.48
11:47.0     	12:01:12.0         	22.02 	68.71  	26.48
11:47.9     	12:01:12.9         	22.00 	68.87  	26.41
11:48.8     	12:01:13.8         	21.98 	69.13  	26.33
11:49.7     	12:01:14.7         	21.96 	68.80  	26.40
11:50.5     	12:01:15.5         	21.94 	69.55  	26.38
11:51.4     	12:01:16.4         	21.92 	69.48  	26.34
11:52.3     	12:01:17.3         	21.90 	69.61  	26.34
11:53.2     	12:01:18.2         	21.88 	69.87  	26.23
11:54.1     	12:01:19.1         	21.86 	69.78  	26.32
11:55.0     	12:01:20.0         	21.85 	69.69  	26.34
11:55.9     	12:01:20.9         	21.83 	70.42  	26.21
11:56.8     	12:01:21.8         	21.81 	70.28  	26.20
11:57.7     	12:01:22.7         	21.79 	70.17  	26.19
11:58.5     	12:01:23.5         	21.76 	70.61  	26.08
11:59.4     	12:01:24.4         	21.74 	70.41  	25.97
12:00.3     	12:01:25.3         	21.72 	70.40  	26.03
12:01.3     	12:01:26.3         	21.70 	70.02  	26.13
12:02.2     	12:01:27.2         	21.68 	70.82  	26.08
